Voter ID,Last Name,Suffix,First Name,Middle Name,Street Number,Address Suffix,House Fraction Number,Street Name,Apartment / Unit Number,Address Line 2,Address Line 3,Postal City / Town,State,Postal Zip 5,Zip +4,Mailing Street Number,Mailing Suffix,Mailing House Fraction Number,Mailing Street Name,Mailing Apartment / Unit Number,Mailing Address Line 2,Mailing Address Line 3,Mailing City / Town,Mailing State,Mailing Zip 5,Mailing Zip +4,Party,District
1280,COOK,,HENRY,ISABELLA,14,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1281,WRIGHT,,MATTHEW,ISAAC,14,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1282,RIVERA,,MARK,BENJAMIN,39,,,CHERRY LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1283,ALLEN,,GRACE,LUCAS,20,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1284,BAILEY,,KRISTEN,CIRIE,27,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1285,MARTINEZ,,SOPHIA,ELIJAH,18,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1286,EVANS,,SCARLETT,LOGAN,23,,,CENTER AVE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1287,THOMPSON,,ROBERT,STELLA,45,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1288,KING,,EMILY,TONY,24,,,RIDGE ROAD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1289,WOOD,,MICHELE,ZACHARY,50,,,BIRCH ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1290,LEE,,GRACE,KRISTEN,55,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1291,MARTIN,,OLIVER,JEREMEY,25,,,BROADWAY,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1292,CARTER,,SAMUEL,HANNAH,19,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1293,LEE,,DENISE,EMILY,27,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1294,PARKER,,JOHN,JOHN,8,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1295,CARTER,,LUCAS,MICHAEL,21,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1296,NELSON,,AIDEN,JONAH,23,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1297,EVANS,,GRACE,ISAAC,6,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1298,HARRIS,,ABIGAIL,SAMUEL,8,,,WALNUT ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1299,ANDERSON,,OWEN,LAURA,2,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1300,RAMIREZ,,GABRIEL,HANNAH,23,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1301,ALLEN,,JACK,MICHAEL,14,,,MEADOW LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1302,LOPEZ,,AVERY,AMELIA,37,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1303,SMITH,,ELIJAH,SANDRA,32,,,CEDAR ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1304,RICE,,GRACE,ELIJAH,15,,,BAYSHORE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1305,EVANS,,ADAM,MATTHEW,6,,,CRYSTAL WAY,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1306,LONG,,SCARLETT,SOPHIE,45,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1307,YOUNG,,AVERY,EMILY,25,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1308,MURPHY,,CHRISSY,LAUREL,2,,,WALNUT ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1309,ROBERTS,,MATTHEW,CONNOR,6,,,MAGNOLIA BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1310,ALLEN,,MATTHEW,LEAH,4,,,MAGNOLIA BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1311,WILLIAMS,,KIM,NATALIE,63,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1312,NGUYEN,,OLIVIA,HARRISON,12,,,BIRCH ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1313,MOORE,,HERMIONE,LUCAS,28,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1314,BAILEY,,OLIVIA,AMELIA,20,,,RIDGE ROAD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1315,NGUYEN,,NOAH,LOGAN,23,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1316,BROOKS,,CHLOE,MASON,53,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1317,DAVIS,,AUBRY,HANNAH,33,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1318,RUSSELL,,AIDEN,ETHAN,37,,,CEDAR ST,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1319,LOPEZ,,OLIVIA,MICHELE,29,,,HERITAGE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1320,MORGAN,,CHASE,JORDAN,3,,,SUNRISE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1321,RICE,,ISABELLA,NATALIE,39,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1322,TAYLOR,,ANDREW,JESSICA,15,,,SIERRA RD,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1323,BAILEY,,KRISTEN,JAMES,10,,,MAGNOLIA BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1324,HILL,,TONY,AUBRY,29,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1325,LONG,,JANE,DENISE,60,,,PINE ST,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1326,HARRIS,,CHASE,VICTORIA,21,,,RIVER ROAD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1327,RIVERA,,SAMUEL,ISAAC,16,,,MAIN ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1328,JACKSON,,SAMUEL,JULIAN,19,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1329,WALKER,,DAVID,KRISTIN,16,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1330,RUSSELL,,OWEN,GRACE,35,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1331,HILL,,JAMES,ABIGAIL,42,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1332,MARTIN,,CHLOE,ELISE,28,,,PARK LANE,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,0
1333,KING,,KRISTEN,MICHAEL,27,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1334,CLARK,,CHASE,MICHAEL,13,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1335,GRAY,,KRISTIN,JACK,20,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1336,COOPER,,JORDAN,ADAM,21,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1337,HALL,,MASON,HARPER,38,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1338,MARTINEZ,,CONNOR,AUBRY,18,,,CRYSTAL WAY,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1339,YOUNG,,ISABELLA,JESSICA,7,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1340,NELSON,,JONAH,GABRIEL,10,,,SYCAMORE AVE,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1341,PARKER,,OLIVER,CHLOE,15,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1342,HERNANDEZ,,DENISE,JAMES,18,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1343,WILLIAMS,,CHLOE,OWEN,22,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1344,GRAY,,ETHAN,ASHLEY,5,,,SYCAMORE AVE,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1345,ORTIZ,,AIDEN,VICTORIA,21,,,PARK LANE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1346,WALKER,,JACK,EVELYN,33,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1347,EDWARDS,,ANDREW,AMANDA,19,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1348,MOORE,,SARAH,TAYLOR,55,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1349,MURPHY,,OLIVIA,OWEN,29,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1350,MURPHY,,MICHAEL,AMANDA,39,,,HERITAGE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1351,COOPER,,JOHN,LAURA,21,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1352,ALLEN,,SOPHIE,TOMMY,55,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1353,SMITH,,CHASE,MARK,9,,,EVERGREEN TERRACE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1354,MORGAN,,ABIGAIL,EMILY,33,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1355,BAKER,,LEAH,LOGAN,59,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1356,BELL,,NOAH,DENISE,24,,,PARK LANE,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,0
1357,CAMPBELL,,STELLA,AMANDA,25,,,MAPLE AVE,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,0
1358,PARKER,,SOPHIE,GABRIEL,41,,,PARK LANE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1359,YOUNG,,ABIGAIL,STELLA,18,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1360,BROOKS,,JACK,HANNAH,37,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1361,HALL,,CALEB,JACK,35,,,BIRCH ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1362,JENKINS,,LUCAS,AURORA,24,,,RIDGE ROAD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1363,GARCIA,,LUCAS,MICHELE,17,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1364,ANDERSON,,VICTORIA,SCARLETT,23,,,CHERRY LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1365,JENKINS,,DOMENICK,JAMES,43,,,CENTER AVE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1366,NELSON,,HELENA,CIRIE,30,,,CEDAR ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1367,WHITE,,HENRY,WENDELL,15,,,EVERGREEN TERRACE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1368,HILL,,LUCY,NATALIE,24,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1369,MOORE,,ABIGAIL,JEREMEY,3,,,SUNRISE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1370,SULLIVAN,,OWEN,SOPHIE,18,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1371,MARTINEZ,,JESSICA,HANNAH,23,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1372,LEWIS,,MASON,ISABELLA,62,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1373,SMITH,,LIAM,MIA,21,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1374,ORTIZ,,JESSICA,SOPHIA,3,,,WALNUT ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1375,MARTINEZ,,MICHELE,CIRIE,56,,,PINE ST,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1376,MARTIN,,MASON,LIAM,23,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1377,HOWELL,,KIM,KRISTIN,47,,,PARK LANE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1378,NGUYEN,,OLIVIA,DAVID,53,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1379,ADAMS,,DAVID,JACK,19,,,BROADWAY,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1380,BROWN,,ISAAC,JORDAN,14,,,MEADOW LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1381,RICE,,ABIGAIL,TAYLOR,24,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1382,WHITE,,JORDAN,CHRISSY,36,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1383,RIVERA,,SOPHIA,JONAH,29,,,GARDEN PATH,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1384,TURNER,,MADISON,CHARLOTTE,15,,,GRANITE ST,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1385,ROBERTS,,AVERY,CONNOR,6,,,MAGNOLIA BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1386,ADAMS,,KRISTEN,ROBERT,9,,,WALNUT ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1387,HERNANDEZ,,CHLOE,JONAH,49,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1388,BROWN,,CONNOR,LUCAS,18,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1389,PARKER,,ELIJAH,AURORA,44,,,HIGH ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1390,YOUNG,,MATTHEW,CIRIE,27,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1391,GREEN,,MADISON,ROBERT,41,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1392,COOK,,ELISE,AMANDA,19,,,GARDEN PATH,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1393,BENNETT,,WENDELL,AUBRY,20,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1394,RUSSELL,,GABRIEL,CHARLOTTE,19,,,BROADWAY,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1395,RICE,,ELISE,KRISTEN,31,,,BROADWAY,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1396,JONES,,AMELIA,EVELYN,25,,,GRANITE ST,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1397,BENNETT,,BENJAMIN,NICK,34,,,WILLOW ST,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1398,WOOD,,AMANDA,LAUREL,32,,,FOREST DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1399,ADAMS,,LUCY,LUCY,15,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1400,WILSON,,CHRIS,AUBRY,23,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1401,BROWN,,NICK,SAMUEL,13,,,CENTER AVE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1402,MARTINEZ,,HENRY,BENJAMIN,21,,,PARK LANE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1403,EVANS,,VICTORIA,CHRISSY,16,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1404,COLLINS,,ANDREW,LIAM,37,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1405,JONES,,EMILY,SANDRA,24,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1406,MURPHY,,JONAH,CHASE,17,,,GARDEN PATH,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1407,THOMAS,,LUNA,LIAM,15,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1408,SULLIVAN,,JEREMEY,JULIAN,12,,,PARK LANE,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,0
1409,SULLIVAN,,AMELIA,LUCY,39,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1410,GREEN,,LUCY,LUNA,55,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1411,RAMIREZ,,JEREMEY,DAVID,31,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1412,BROWN,,SARAH,MASON,42,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1413,KING,,AURORA,MICHAEL,33,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1414,LEE,,ELLA,CHARLOTTE,41,,,CEDAR ST,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1415,ALLEN,,LUCY,ABIGAIL,26,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1416,MURPHY,,ZACHARY,ELLA,27,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1417,HALL,,GABRIEL,ZACHARY,9,,,MAIN ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1418,GRAY,,HARRISON,JESSICA,44,,,FOREST DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1419,TURNER,,CHLOE,STELLA,12,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1420,GONZALEZ,,SOPHIA,JEREMEY,23,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1421,COLLINS,,AMANDA,LAURA,34,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1422,HARRIS,,KIM,AMELIA,32,,,SUNSET BLVD,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1423,MARTINEZ,,ETHAN,GABRIEL,18,,,MAIN ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1424,LONG,,HENRY,MICHAEL,30,,,CRYSTAL WAY,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1425,WOOD,,SOPHIA,TOMMY,12,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1426,CAMPBELL,,HERMIONE,EVELYN,35,,,CEDAR ST,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1427,WRIGHT,,MIA,CHRISSY,16,,,MAGNOLIA BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1428,WRIGHT,,CALEB,MASON,39,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1429,WILLIAMS,,CAROLINE,ASHLEY,24,,,HIGH ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1430,RICE,,CIRIE,ISAAC,8,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1431,PERRY,,TONY,JACK,23,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1432,EDWARDS,,NOAH,EMILY,55,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1433,WILLIAMS,,CHASE,CIRIE,26,,,CRESCENT ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1434,THOMAS,,JACK,KRISTIN,13,,,RIVER ROAD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1435,JENKINS,,ETHAN,MATTHEW,41,,,STONEWALL RD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1436,KING,,ZACHARY,AMELIA,12,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1437,GREEN,,HANNAH,RILEY,23,,,EVERGREEN TERRACE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1438,EDWARDS,,HARPER,ABIGAIL,24,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1439,MARTIN,,RILEY,HANNAH,34,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1440,WHITE,,JACK,AURORA,1,,,WALNUT ST,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1441,RICE,,ZACHARY,HELENA,24,,,PARK LANE,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,0
1442,GARCIA,,ANDREW,MATTHEW,13,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1443,PARKER,,JESSICA,NICK,17,,,BAYSHORE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1444,BROOKS,,LAUREL,LIAM,20,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1445,MARTINEZ,,HERMIONE,MIA,13,,,RIVER ROAD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1446,BROOKS,,OWEN,CHRIS,15,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1447,BELL,,ISABELLA,BENJAMIN,16,,,MAIN ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1448,HOWELL,,ADAM,LIAM,53,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1449,WILLIAMS,,CHRIS,CHARLOTTE,26,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1450,PHILLIPS,,CIRIE,ISAAC,20,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1451,RICE,,DENISE,OLIVER,38,,,FOREST DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1452,SULLIVAN,,STELLA,OLIVER,15,,,HIGH ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,0
1453,CAMPBELL,,GABRIEL,AURORA,19,,,REDWOOD DR,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1454,RIVERA,,DOMENICK,NOAH,7,,,SUNRISE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1455,SANCHEZ,,ELLA,HELENA,21,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1456,ALLEN,,ADAM,LUCY,23,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1457,COOK,,MASON,HENRY,39,,,HERITAGE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1458,JONES,,AIDEN,AVERY,33,,,BIRCH ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1459,FLORES,,MEGAN,AVERY,35,,,CENTER AVE,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,0
1460,PEREZ,,MARK,JEREMEY,12,,,WILLOW ST,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1461,SULLIVAN,,CHASE,SOPHIA,42,,,PINE ST,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
1462,JENKINS,,ADAM,AMANDA,21,,,RIDGE ROAD,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,0
1463,CLARK,,SCARLETT,LAUREL,10,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1464,MITCHELL,,WENDELL,AMELIA,23,,,GARDEN PATH,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1465,CAMPBELL,,SOPHIE,EVELYN,12,,,MAIN ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1466,CAMPBELL,,AUBRY,EMILY,31,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1467,JENKINS,,HARRISON,SAMUEL,39,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,0
1468,REED,,ASHLEY,DAVID,30,,,ELM ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1469,NELSON,,SOPHIE,MASON,31,,,OAK ST,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1470,BROWN,,CAROLINE,NICK,18,,,REDWOOD DR,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1471,SANCHEZ,,CHRISSY,MEGAN,15,,,BAYSHORE BLVD,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,0
1472,BAKER,,ISAAC,HERMIONE,20,,,WATERFRONT DR,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1473,MILLER,,CHASE,MASON,26,,,RIVER ROAD,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1474,COLLINS,,JONAH,ELLA,36,,,HIGH ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1475,KING,,STELLA,CHRISSY,29,,,LAKESIDE DRIVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1476,SCOTT,,TOMMY,BENJAMIN,20,,,PINECONE LN,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,0
1477,WILSON,,ZACHARY,SAMUEL,23,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,0
1478,WHITE,,JESSICA,OLIVER,23,,,SPRUCE ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,0
1479,SCOTT,,STELLA,SARAH,6,,,CHERRY LANE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,0
1480,CARTER,,SARAH,CHASE,17,,,SIERRA RD,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,0
1481,BAILEY,,SCARLETT,NATALIE,38,,,HIGH ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,0
1482,WILLIAMS,,HANNAH,ADAM,5,,,ELMWOOD AVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,0
1483,JONES,,ZACHARY,MICHAEL,12,,,FOREST DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,0
