Voter ID,Last Name,Suffix,First Name,Middle Name,Street Number,Address Suffix,House Fraction Number,Street Name,Apartment / Unit Number,Address Line 2,Address Line 3,Postal City / Town,State,Postal Zip 5,Zip +4,Mailing Street Number,Mailing Suffix,Mailing House Fraction Number,Mailing Street Name,Mailing Apartment / Unit Number,Mailing Address Line 2,Mailing Address Line 3,Mailing City / Town,Mailing State,Mailing Zip 5,Mailing Zip +4,Party,Ward
9502,WHITE,,ROBERT,ETHAN,33,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9503,COOPER,,LUCAS,DOMENICK,5,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9504,MITCHELL,,JORDAN,GABRIEL,16,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9505,COOPER,,SOPHIA,ELIJAH,39,,,SYCAMORE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
9506,PHILLIPS,,CAROLINE,HARPER,24,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9507,REED,,GABRIEL,PARVATI,3,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9508,GRAY,,HENRY,JEREMEY,29,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9509,RAMIREZ,,MIA,NICK,34,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9510,JENKINS,,ISABELLA,CIRIE,22,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
9511,HALL,,ADAM,AMANDA,5,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9512,RAMIREZ,,SOPHIE,MICHAEL,27,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
9513,DAVIS,,CALEB,JANE,43,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9514,NELSON,,LAURA,SAMUEL,15,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9515,HERNANDEZ,,LEAH,CIRIE,28,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
9516,PARKER,,LUCAS,CAROLINE,22,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
9517,WILLIAMS,,AURORA,JANE,36,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9518,EVANS,,LUNA,NATALIE,28,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
9519,LOPEZ,,ROBERT,ETHAN,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
9520,REED,,BENJAMIN,ADAM,30,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
9521,COOK,,MICHAEL,CHARLOTTE,44,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9522,GONZALEZ,,AMELIA,CHRISSY,24,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9523,ROBINSON,,HENRY,VICTORIA,20,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
9524,CLARK,,AMELIA,DAVID,18,,,EVERGREEN TERRACE,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,4
9525,LEE,,CALEB,CHLOE,16,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9526,BENNETT,,NATALIE,LAURA,9,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9527,ROBINSON,,CONNOR,JACK,3,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9528,MITCHELL,,NICK,KIM,12,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9529,CAMPBELL,,TONY,SANDRA,36,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9530,LEE,,LAUREL,CHARLOTTE,64,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9531,LOPEZ,,DAVID,LIAM,24,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9532,MARTINEZ,,CIRIE,OLIVIA,28,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9533,COLLINS,,JACK,NATALIE,26,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9534,BENNETT,,MICHELE,GABRIEL,20,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
9535,CLARK,,JULIAN,HARPER,5,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9536,PERRY,,JANE,HARRISON,20,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9537,MOORE,,JONAH,LUCAS,13,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
9538,CARTER,,MATTHEW,VICTORIA,16,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9539,WOOD,,AURORA,OLIVER,51,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
9540,ADAMS,,SANDRA,HELENA,12,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9541,TORRES,,CHARLOTTE,CIRIE,28,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9542,ANDERSON,,HERMIONE,JORDAN,22,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9543,MILLER,,GABRIEL,NATALIE,21,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9544,RIVERA,,TOMMY,JULIAN,27,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9545,LEWIS,,MICHAEL,NICK,38,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9546,COOK,,ANDREW,SOPHIE,11,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9547,WOOD,,ELIJAH,EVELYN,14,,,GRANITE ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,2
9548,WILSON,,LEAH,LUCY,19,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9549,THOMPSON,,AURORA,JEREMEY,21,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9550,WILSON,,STELLA,RILEY,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9551,MOORE,,JANE,CIRIE,11,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9552,GREEN,,ETHAN,SOPHIE,15,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9553,EDWARDS,,SOPHIA,TONY,11,,,HILLCREST DRIVE,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9554,DAVIS,,ETHAN,MIA,19,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9555,RICE,,JACK,TOMMY,21,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
9556,BROOKS,,CHRISSY,SOPHIE,24,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
9557,SULLIVAN,,LAURA,SARAH,20,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9558,NGUYEN,,HARPER,EVELYN,18,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9559,SMITH,,GABRIEL,SANDRA,6,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9560,CAMPBELL,,ELLA,MASON,5,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9561,RAMIREZ,,CAROLINE,ISAAC,26,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
9562,REED,,JONAH,NOAH,37,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9563,LOPEZ,,ROBERT,ROBERT,10,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9564,WILLIAMS,,ANDREW,VICTORIA,8,,,ELM ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9565,CLARK,,AVERY,JOHN,32,,,RIDGE ROAD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,1
9566,RIVERA,,ELIJAH,MIA,16,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9567,GREEN,,SOPHIA,MIA,20,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9568,LOPEZ,,NICK,TONY,40,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9569,KING,,JOHN,JOHN,29,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9570,WILLIAMS,,KRISTEN,HENRY,26,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9571,EDWARDS,,CHARLOTTE,ASHLEY,19,,,SYCAMORE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
9572,ADAMS,,CHRIS,MICHAEL,39,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9573,RIVERA,,SARAH,MICHELE,16,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9574,BROOKS,,LEAH,LAUREL,38,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9575,MOORE,,KRISTIN,ADAM,31,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9576,WRIGHT,,CALEB,ISABELLA,46,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9577,TURNER,,LEAH,HENRY,66,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9578,THOMPSON,,CHLOE,CHRIS,26,,,EVERGREEN TERRACE,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,4
9579,CLARK,,JULIAN,CHRISSY,22,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
9580,NELSON,,HARPER,MATTHEW,30,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
9581,THOMPSON,,AMANDA,OLIVER,17,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
9582,EVANS,,JULIAN,ELIJAH,12,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9583,DAVIS,,STELLA,JANE,46,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
9584,NGUYEN,,AMANDA,AUBRY,13,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
9585,CAMPBELL,,JESSICA,MIA,22,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9586,PERRY,,LUCY,KRISTEN,24,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
9587,RUSSELL,,STELLA,AURORA,51,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9588,RAMIREZ,,NOAH,OWEN,24,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
9589,RICE,,JANE,TAYLOR,3,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9590,WILSON,,WENDELL,MICHAEL,26,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9591,CAMPBELL,,AUBRY,WENDELL,29,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9592,LEE,,MEGAN,ELIJAH,28,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
9593,BAILEY,,OWEN,HERMIONE,32,,,MAIN ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,2
9594,MORGAN,,GRACE,DAVID,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9595,CARTER,,ELLA,OLIVER,47,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
9596,LEE,,JULIAN,HARRISON,47,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9597,LEWIS,,AIDEN,SCARLETT,25,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9598,GRAY,,JOHN,LIAM,9,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9599,BAILEY,,MARK,JULIAN,6,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9600,PHILLIPS,,AMELIA,DOMENICK,20,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9601,BELL,,AURORA,CIRIE,43,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
9602,NGUYEN,,MIA,JEREMEY,43,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
9603,CAMPBELL,,HENRY,LEAH,23,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9604,WILSON,,JOHN,ANDREW,33,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9605,GRAY,,MEGAN,TOMMY,29,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
9606,ORTIZ,,SCARLETT,MICHELE,35,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
9607,HALL,,AVERY,CHLOE,47,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9608,HILL,,HELENA,HERMIONE,12,,,LAKESIDE DRIVE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
9609,MARTIN,,EMILY,MASON,21,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9610,BAKER,,HENRY,SOPHIE,19,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9611,RIVERA,,CHARLOTTE,CHLOE,11,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9612,MARTINEZ,,ISABELLA,DAVID,17,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9613,HOWELL,,JEREMEY,AMELIA,46,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
9614,WILLIAMS,,MICHAEL,ELLA,22,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9615,WALKER,,OWEN,JACK,5,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9616,JENKINS,,LAUREL,ANDREW,40,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9617,ADAMS,,AMANDA,KRISTIN,10,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9618,MILLER,,SCARLETT,MADISON,28,,,SIERRA RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9619,SULLIVAN,,ASHLEY,LIAM,9,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9620,BAKER,,JONAH,JOHN,44,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9621,GARCIA,,AUBRY,JORDAN,21,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9622,PERRY,,JEREMEY,ANDREW,20,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9623,JONES,,SOPHIA,RILEY,12,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9624,JOHNSON,,AVERY,MADISON,19,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
9625,THOMAS,,DOMENICK,CHARLOTTE,18,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9626,DAVIS,,TONY,AVERY,18,,,MEADOW LANE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,5
9627,MARTIN,,LEAH,SCARLETT,13,,,CHERRY LANE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
9628,ROBINSON,,ISAAC,SCARLETT,25,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9629,EDWARDS,,CALEB,HENRY,25,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9630,ORTIZ,,LEAH,ABIGAIL,24,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9631,ALLEN,,ABIGAIL,WENDELL,29,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9632,RUSSELL,,KRISTEN,EVELYN,14,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9633,MARTIN,,TAYLOR,HARRISON,35,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9634,WILLIAMS,,MARK,GABRIEL,13,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
9635,SCOTT,,KRISTIN,ROBERT,17,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
9636,MITCHELL,,MARK,TONY,5,,,REDWOOD DR,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9637,CAMPBELL,,JESSICA,JOHN,33,,,BROADWAY,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,1
9638,WOOD,,CHARLOTTE,MEGAN,29,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9639,ADAMS,,HERMIONE,JONAH,29,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9640,MURPHY,,HARPER,SARAH,37,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9641,WRIGHT,,HARRISON,AVERY,23,,,BAYSHORE BLVD,,,,PORTSMOUTH,NH,03801,,,,,,,,,,,,,UND,5
9642,DAVIS,,KRISTIN,JANE,22,,,RIVER ROAD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9643,MITCHELL,,OLIVER,TOMMY,66,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9644,RUSSELL,,SOPHIE,CIRIE,66,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9645,CARTER,,HENRY,STELLA,32,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9646,HALL,,CALEB,CHRIS,17,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
9647,FLORES,,HERMIONE,LUNA,20,,,PARK LANE,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,3
9648,WOOD,,JACK,MASON,23,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9649,WALKER,,NOAH,SOPHIE,19,,,SPRUCE ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,3
9650,SMITH,,TAYLOR,AVERY,32,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
9651,RUSSELL,,AMANDA,LAURA,10,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9652,JONES,,DAVID,LUNA,44,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9653,WHITE,,WENDELL,EVELYN,35,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9654,LONG,,SOPHIE,LEAH,20,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
9655,NGUYEN,,CHRISSY,HERMIONE,27,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9656,CLARK,,TAYLOR,SAMUEL,29,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
9657,HOWELL,,CHRIS,JANE,40,,,GARDEN PATH,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9658,REED,,JULIAN,MASON,17,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
9659,COLLINS,,ADAM,JONAH,21,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9660,MITCHELL,,ELIJAH,RILEY,40,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9661,BROWN,,KRISTEN,GABRIEL,23,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
9662,CAMPBELL,,LAURA,LAUREL,40,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
9663,THOMPSON,,HENRY,JACK,12,,,PINE ST,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,3
9664,ORTIZ,,JONAH,CAROLINE,46,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
9665,PERRY,,SANDRA,WENDELL,22,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9666,THOMAS,,LAUREL,HARPER,46,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9667,GRAY,,AURORA,EVELYN,35,,,SYCAMORE AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
9668,GRAY,,ANDREW,LIAM,10,,,HILLCREST DRIVE,,,,LEBANON,NH,03766,,,,,,,,,,,,,UND,5
9669,MARTINEZ,,OWEN,NICK,23,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9670,WOOD,,BENJAMIN,MICHAEL,20,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9671,HOWELL,,DOMENICK,TONY,29,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9672,THOMPSON,,ABIGAIL,SAMUEL,14,,,HIGH ST,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,5
9673,ALLEN,,AMANDA,PARVATI,34,,,SUNRISE BLVD,,,,HUDSON,NH,03051,,,,,,,,,,,,,UND,2
9674,SANCHEZ,,JANE,ISAAC,25,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9675,RICE,,LIAM,LUNA,53,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
9676,GARCIA,,NATALIE,LEAH,42,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
9677,PHILLIPS,,SARAH,HARPER,12,,,VICTORY AVE,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,3
9678,JACKSON,,JEREMEY,ANDREW,26,,,WALNUT ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,2
9679,FLORES,,MICHAEL,RILEY,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9680,HERNANDEZ,,VICTORIA,JULIAN,45,,,VICTORY AVE,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,3
9681,MARTINEZ,,HERMIONE,LOGAN,25,,,SUNSET BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,4
9682,LEE,,LAUREL,RILEY,21,,,SIERRA RD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9683,THOMAS,,OLIVIA,ELLA,18,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9684,HILL,,TAYLOR,NATALIE,31,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9685,HERNANDEZ,,ANDREW,MADISON,24,,,MAGNOLIA BLVD,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,5
9686,RODRIGUEZ,,HARRISON,SCARLETT,49,,,BAYVIEW BLVD,,,,DOVER,NH,03820,,,,,,,,,,,,,UND,3
9687,MORGAN,,LUCY,OLIVIA,3,,,FOREST DRIVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9688,SANCHEZ,,OWEN,ZACHARY,28,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
9689,ADAMS,,OLIVER,ZACHARY,29,,,WATERFRONT DR,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,5
9690,FLORES,,LIAM,CAROLINE,45,,,SUNRISE BLVD,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9691,LEWIS,,MATTHEW,LUCY,4,,,CENTER AVE,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9692,COOK,,NOAH,HANNAH,17,,,PINE ST,,,,HOOKSETT,NH,03106,,,,,,,,,,,,,UND,3
9693,HALL,,SARAH,ETHAN,32,,,MAPLE AVE,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9694,HOWELL,,JACK,JEREMEY,36,,,CRYSTAL WAY,,,,ENFIELD,NH,03441,,,,,,,,,,,,,UND,4
9695,MARTIN,,HERMIONE,TONY,35,,,BIRCH ST,,,,CONCORD,NH,03301,,,,,,,,,,,,,UND,1
9696,JENKINS,,EMILY,SARAH,16,,,STONEWALL RD,,,,CLAREMONT,NH,03743,,,,,,,,,,,,,UND,5
9697,HARRIS,,OWEN,ANDREW,38,,,ELM ST,,,,EPPING,NH,03042,,,,,,,,,,,,,UND,4
9698,PEREZ,,ASHLEY,TONY,32,,,CRESCENT ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,4
9699,TORRES,,ZACHARY,LUNA,7,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9700,SULLIVAN,,CHASE,ZACHARY,19,,,OAK ST,,,,SALEM,NH,03079,,,,,,,,,,,,,UND,3
9701,HALL,,DAVID,CALEB,36,,,WILLOW ST,,,,MANCHESTER,NH,03101,,,,,,,,,,,,,UND,1
9702,KING,,WENDELL,NOAH,21,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9703,LEE,,HANNAH,TONY,21,,,CEDAR ST,,,,KEENE,NH,03431,,,,,,,,,,,,,UND,1
9704,ADAMS,,AURORA,TONY,25,,,MAIN ST,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,2
9705,COLLINS,,BENJAMIN,NATALIE,24,,,ELMWOOD AVE,,,,NASHUA,NH,03060,,,,,,,,,,,,,UND,5
9706,ANDERSON,,MICHELE,LUCY,43,,,PINECONE LN,,,,BERLIN,NH,03570,,,,,,,,,,,,,UND,1
9707,RICE,,KRISTIN,KRISTEN,26,,,HERITAGE LN,,,,LACONIA,NH,03246,,,,,,,,,,,,,UND,2
